place_id,name,latitude,longitude,Main_category,categories,rating,address
ChIJ9_27aW8U44kRA2HY1Vk_xxQ,Salem Witch Museum,42.5235864,-70.8910142,Education,"museum,store,point_of_interest,establishment,",3.7,"19 1/2 North Washington Square, Salem"
ChIJ9_juFJkT44kRcDqcf4Uv3EE,TD Bank,42.5257206,-70.9264241,Finance,"bank,atm,finance,point_of_interest,establishment,",2.3,"10 Main Street, Peabody"
ChIJ9-FUzbwW44kROfeeJ6FQEC4,New England Electrology Center,42.5592604,-70.885849,Community,"beauty_salon,hair_care,spa,health,point_of_interest,establishment,",,"100 Cummings Center Suite 114G, Beverly"
ChIJ9-Q4N5J044kR_k-Q6YoL2-A,Courtyard by Marriott Boston Woburn/Boston North,42.4884407,-71.1166302,Health,"lodging,restaurant,food,point_of_interest,establishment,",4.3,"700 Unicorn Park Drive, Woburn"
ChIJ95N57b6E5IkRD-81PW_LRoo,Travis Cycle,42.101963,-71.0225078,Health,"bicycle_store,store,point_of_interest,establishment,",4.5,"722 North Main Street, Brockton"
ChIJ96mBvjJ344kRnJL1UtFHCFc,Somerville City Hall,42.386813,-71.0986037,Community,"city_hall,local_government_office,point_of_interest,establishment,",4.5,"93 Highland Avenue, Somerville"
ChIJ973-pqJ544kRaJ20mxIahVM,Police-Traffic & Parking Clerk,42.3337237,-71.121423,Community,"police,point_of_interest,establishment,",1,"350 Washington Street, Brookline"
ChIJ973-pqJ544kReY5DXuEnfQA,Police-Community Relations,42.3337501,-71.1213672,Community,"police,point_of_interest,establishment,",,"350 Washington Street, Brookline"
ChIJ973-pqJ544kRIIYb5ctjZYU,Brookline Police Department,42.3337501,-71.1213672,Community,"police,point_of_interest,establishment,",3.4,"350 Washington Street, Brookline"
ChIJ973-pqJ544kRSNx_8jMIS88,Brookline Fire Prevention,42.3337237,-71.121423,Community,"fire_station,point_of_interest,establishment,",,"350 Washington Street, Brookline"
ChIJ97qjYgt444kRw8IuvCA96S0,Consulate General of the Republic of Korea,42.3568604,-71.1858743,Community,"embassy,point_of_interest,establishment,",4.4,"300 Washington St #251, Newton"
ChIJ97vAkQZ444kRp2dqKOl5geo,Watertown Administration Building,42.3678547,-71.1874419,Community,"city_hall,local_government_office,point_of_interest,establishment,",5,"149 Main Street, Watertown"
ChIJ98sgHpD044kRzi-j3n0ur6c,CVS Pharmacy,42.3600819,-71.6069448,Health,"pharmacy,store,health,point_of_interest,establishment,",3.7,"423 Donald Lynch Boulevard, Marlborough"
ChIJ99aGzv2C5IkROJ8RQfE7jHE,Town Hall,42.1613709,-71.0428929,Community,"city_hall,local_government_office,point_of_interest,establishment,",,"41 South Main Street, Randolph"
ChIJ9c5IE3t644kR7bWK9GC2ji0,The Art of Shaving,42.3449873,-71.0544196,Community,"beauty_salon,hair_care,store,health,point_of_interest,establishment,",5,"1 Gillette Park, Boston"
ChIJ9c5IE3t644kRmPnSq6KoXFQ,SoundView Financial Credit Union,42.344187,-71.057245,Finance,"atm,finance,point_of_interest,establishment,",,"1 Gillette Park, Boston"
ChIJ9d1H8FR344kRhEMnYcLZ5qw,Sanctuary by VIM,42.3625756,-71.0992458,Health,"gym,health,point_of_interest,establishment,",3.8,"350 Massachusetts Avenue, Cambridge"
ChIJ9d1H8FR344kROEWk7g2cAtI,CBIZ & MHM,42.3506354,-71.0740118,Finance,"accounting,finance,point_of_interest,establishment,",,"500 Boylston Street, Boston"
ChIJ9dyHt-OD44kRgsTNiKFRAOA,Wellesley Hills Congregational,42.3156165,-71.2711666,Community,"church,place_of_worship,point_of_interest,establishment,",4,"207 Washington Street, Wellesley"
ChIJ9eFpR1oL44kRe-uHSEqg7KE,United States Postal Service,42.522885,-71.104777,Community,"post_office,finance,point_of_interest,establishment,",5,"123 Haven Street Ste 2, Reading"
ChIJ9eoavwp644kREpKocGVcTag,French Library,42.3540782,-71.0747949,Community,"movie_theater,point_of_interest,establishment,",,"53 Marlborough Street, Boston"
ChIJ9Qmt2XJ544kR7KgL7JV6O1Q,Jamaica Pond Boat House,42.315757,-71.117527,Community,"park,point_of_interest,establishment,",4.6,"507 Jamaicaway, Jamaica Plain"
ChIJ9STM3bBx44kRf8H96fPBAG0,Chelsea City Hall,42.3936127,-71.0333248,Community,"city_hall,local_government_office,point_of_interest,establishment,",3.5,"500 Broadway, Chelsea"
ChIJ9UB0k5x544kRAMi_KpDJA1A,Hanscom Federal Credit Union,42.3269877,-71.1106324,Finance,"atm,bank,finance,point_of_interest,establishment,",5,"150 South Huntington Avenue, Jamaica Plain"
ChIJ9UB0k5x544kRAMi_KpDJA1A,Hanscom Federal Credit Union,42.3269877,-71.1106324,Finance,"atm,bank,finance,point_of_interest,establishment,",5,"150 South Huntington Avenue, Jamaica Plain"
ChIJ9VFbiBZ944kRbtFB3M1VBP8,Kevin P Martin & Associates PC,42.2194614,-71.0291425,Finance,"accounting,finance,point_of_interest,establishment,",,"10 Forbes Road # 200, Braintree"
ChIJ9VFbiBZ944kRIBipNqNkZHE,"Dr. Steven W. Bergman, DMD",42.2193379,-71.0291562,Health,"dentist,health,point_of_interest,establishment,",,"10 Forbes Road, Braintree"
ChIJ9VFbiBZ944kRLv9qfWhiYUE,KAF,42.2193379,-71.0291562,Finance,"accounting,finance,point_of_interest,establishment,",,"10 Forbes Road, Braintree"
ChIJ9VFbiBZ944kRPYg3iX0P674,"Lalla S. McHugh, MSPT",42.2194125,-71.029613,Health,"physiotherapist,health,point_of_interest,establishment,",,"10 Forbes Road #100 West, Braintree"
ChIJ9VFbiBZ944kRqj7pfcP9MDQ,Merrigan & Merrigan,42.2194614,-71.0291425,Finance,"accounting,lawyer,finance,point_of_interest,establishment,",,"10 Forbes Road, Braintree"
ChIJ9VFbiBZ944kRTKWl6bSn2Gg,Xpitax LLC,42.2194614,-71.0291425,Finance,"accounting,finance,point_of_interest,establishment,",,"10 Forbes Road, Braintree"
ChIJ9VFbiBZ944kRyCXEQ0azHEM,"Fredrickson, Margaret, Cpa - Kirkland Albrecht & Co",42.2193379,-71.0291562,Finance,"accounting,finance,point_of_interest,establishment,",,"10 Forbes Road # 320, Braintree"
ChIJ9YGLzMSd44kREQK5n8d2QoU,Lexington Town Office Building,42.4468482,-71.2245543,Community,"city_hall,local_government_office,point_of_interest,establishment,",5,"1625 Massachusetts Avenue, Lexington"
ChIJ9yHgmfd544kRAhNqO3qyevw,"International English Group, LLC",42.3488004,-71.0995255,Community,"embassy,point_of_interest,establishment,",,"580 Commonwealth Avenue, Boston"
ChIJ9YxKQZF544kRAg4bV958NRc,Parsons Field,42.3373318,-71.1136052,Health,"stadium,point_of_interest,establishment,",4.4,"178 Kent Street, Brookline"
ChIJ9ZfHQlmI44kRBFwfFD4mjpM,Massachusetts Bay CC Bookstore,42.294117,-71.413511,Education,"book_store,store,point_of_interest,establishment,",,"19 Flagg Drive, Framingham"
ChIJ9zOFScmA5IkR1GmO5Dp051g,Knollwood Memorial Park,42.1468101,-71.16509,Community,"cemetery,point_of_interest,establishment,",3.5,"319 High Street, Canton"
ChIJA_-lh0Jy44kRtEQLjsD9JMg,LA Fitness,42.4502331,-71.0252662,Health,"gym,spa,health,point_of_interest,establishment,",3.4,"1450 Broadway, Saugus"
ChIJa_751r5w44kR9iyCPv8MRw8,Cambridge Used Bicycles,42.372476,-71.07865,Health,"bicycle_store,store,point_of_interest,establishment,",4.4,"Cambridge Antique Market, 201 Monsignor O'Brien Highway, Cambridge"
ChIJA_c0BIJw44kR2inTpnGKrLI,Baynorth Capitol,42.352327,-71.056275,Finance,"real_estate_agency,point_of_interest,establishment,",,"1 Financial Ctr # 23, Boston"
ChIJA_c0BIJw44kRC-aqIwcaXdQ,Baker Newman Noyes,42.353232,-71.0562671,Finance,"accounting,finance,point_of_interest,establishment,",,"175 Federal Street #970, Boston"
ChIJA_c0BIJw44kRQtmWDQesn-c,Bank of America ATM,42.3520798,-71.0563665,Finance,"atm,finance,point_of_interest,establishment,",5,"One Financial Center, Boston"
ChIJa-4yiRNx44kRXNnMqNFH7OM,Sky Zone Trampoline Park,42.407227,-71.069155,Community,"amusement_park,point_of_interest,establishment,",4.1,"69 Norman Street, Everett"
ChIJa-MgSpd_44kReqg5hfR4ye0,Dedham Bike,42.2472836,-71.1741781,Health,"bicycle_store,store,point_of_interest,establishment,",4.6,"403 Washington Street, Dedham"
ChIJa-r6Msmm44kRwCYYdwLIv0A,Wamesit Lanes,42.6211054,-71.2581057,Health,"bowling_alley,bar,restaurant,food,point_of_interest,establishment,",4.3,"434 Main Street, Tewksbury"
ChIJA-ZBUYZw44kRQ3wsr9duxf8,"Marriott Vacation Club Pulse at Custom House, Boston",42.35905,-71.053511,Community,"movie_theater,lodging,point_of_interest,establishment,",4.7,"3 McKinley Square, Boston"
ChIJa04qjoRw44kR2r2tfLdX2fg,Ruth's Chris Steak House,42.358125,-71.059337,Health,"restaurant,food,point_of_interest,establishment,",4.1,"45 School Street, Boston"
ChIJa04qjoRw44kRql5lq78Zygs,Freeman's Auction,42.3580622,-71.05922,Community,"art_gallery,finance,home_goods_store,store,point_of_interest,establishment,",,"45 School Street, Boston"
ChIJa1IIZ7KH44kRQqbMTr7r-no,The Center For Arts In Natick,42.28434,-71.348155,Community,"movie_theater,point_of_interest,establishment,",4.6,"14 Summer Street, Natick"
ChIJA1jX0n-e44kRJpx8-OLB8is,Hanscom AFB FamCamp,42.4719155,-71.2788854,Community,"campground,park,lodging,point_of_interest,establishment,",3.6,"1003 Bedford Street, Bedford"
ChIJa2JvUGp_44kR3lhY1sg2Pyc,Va Medical Center-West Roxbury: Srinivasa Venkatesh MD,42.2744473,-71.1717547,Health,"pharmacy,store,health,point_of_interest,establishment,",,"1400 VFW Parkway, West Roxbury"
ChIJa2Q_-IRw44kRdPRLJXpcz9M,US Immigration Court,42.3612313,-71.0600377,Community,"courthouse,point_of_interest,establishment,",4,Boston
ChIJA30lbqmG5IkRlOGZAiq20_k,Stoughton Fire Department,42.125514,-71.101068,Community,"fire_station,point_of_interest,establishment,",4.8,"30 Freeman Street, Stoughton"
ChIJa3denw9644kRFTT5EfLQcbo,Kashmir Restaurant,42.349317,-71.083926,Health,"meal_takeaway,restaurant,food,point_of_interest,establishment,",3.6,"279 Newbury Street, Boston"
ChIJA4WWU7Fy44kRVB5kQcb3lV8,Camp Nihan Environmental Education Camp,42.49242,-71.0198078,Community,"campground,park,lodging,point_of_interest,establishment,",3.8,"131 Walnut Street, Saugus"
ChIJa5lD919y44kR1KP5sX7ACkc,LUX Dental for Kids,42.460965,-71.027433,Health,"dentist,doctor,health,point_of_interest,establishment,",4.2,"1201 Broadway, Saugus"
ChIJa5tN6YFw44kR74QcIFcVLXY,Consulate General of Britain,42.3526764,-71.0534165,Community,"embassy,point_of_interest,establishment,",,"600 Atlantic Avenue # 1700, Boston"
ChIJa5tN6YFw44kR8iH-n5-FB-Q,Federal Reserve Bank Research Library,42.3526764,-71.0534165,Education,"library,point_of_interest,establishment,",5,"600 Atlantic Avenue, Boston"
ChIJa5tN6YFw44kRpESmdutKqQQ,Consulate General of Italy in Boston,42.3526764,-71.0534165,Community,"embassy,point_of_interest,establishment,",4.7,"600 Atlantic Avenue, Boston"
ChIJa7DGGHd544kRRHr1vec4Oio,Canary Square,42.319796,-71.11197,Community,"bar,restaurant,food,point_of_interest,establishment,",4.1,"435 South Huntington Avenue, Jamaica Plain"
ChIJa7E7v79544kRcRrzGXAxqLE,Coolidge Corner Theatre,42.3426656,-71.1225004,Community,"movie_theater,point_of_interest,establishment,",4.7,"290 Harvard Street, Brookline"
ChIJa8rjXyZ644kRyGx3iBoWMDQ,Reggie Lewis Track and Athletic Center,42.3319752,-71.093046,Health,"gym,health,point_of_interest,establishment,",4.4,"1350 Tremont Street, Roxbury Crossing"
ChIJAag0aTt_44kR5_NW9eQrBAw,Busted Knuckle Bicycle Shop,42.286406,-71.1370522,Health,"bicycle_store,store,point_of_interest,establishment,",4.8,"159 Belgrade Avenue, Roslindale"
ChIJaaJe9RZw44kRGxEuureLcwQ,Citizens Bank,42.3621732,-71.0192515,Finance,"bank,atm,finance,point_of_interest,establishment,",,"100 Harborside Drive, Boston"
ChIJaaJe9RZw44kRGxEuureLcwQ,Citizens Bank,42.3621732,-71.0192515,Finance,"bank,atm,finance,point_of_interest,establishment,",,"100 Harborside Drive, Boston"
ChIJaaJe9RZw44kRzxbDYpG_oFA,Bank of America ATM,42.3637139,-71.0181597,Finance,"atm,bank,finance,point_of_interest,establishment,",,"Logan Airport Terminal E, Boston"
ChIJaaJe9RZw44kRzxbDYpG_oFA,Bank of America ATM,42.3637139,-71.0181597,Finance,"atm,bank,finance,point_of_interest,establishment,",,"Logan Airport Terminal E, Boston"
ChIJAaqapUpj44kRyQbTA9Jj9CU,New England Comics,42.2480023,-71.0018109,Education,"book_store,store,point_of_interest,establishment,",4.7,"1511 Hancock Street, Quincy"
ChIJab-VJfCu5okRaAP4xdJcl_0,Wegmans Pharmacy,42.2915182,-71.6705863,Health,"pharmacy,store,health,point_of_interest,establishment,",4.5,"9102 Shops Way, Northborough"
ChIJAb6hxyh444kRM0ciE1vY-m8,UPS Customer Center,42.3651352,-71.1551683,Community,"post_office,finance,store,point_of_interest,establishment,",2.3,"76 Arlington Street, Watertown"
ChIJAb9OkZVy44kRaCtzhbLk8Xg,Barnes & Noble,42.4790476,-71.0204113,Education,"book_store,electronics_store,home_goods_store,store,point_of_interest,establishment,",4.5,"444 Broadway, Saugus"
ChIJAc6HDU1944kRdksY5Bx280M,Rite Aid,42.201792,-71.004482,Health,"pharmacy,convenience_store,store,health,food,point_of_interest,establishment,",3.3,"11 Pearl Street, Braintree"
ChIJAcvlHpJ544kR6ibHXRRSBio,"Dr. Efstathios Papavassiliou, MD",42.3372805,-71.1100682,Health,"doctor,health,point_of_interest,establishment,",3,"110 Francis Street #3B, Boston"
ChIJadadxTp644kRM9juTBTglr8,Citizens Bank,42.3299186,-71.0849091,Finance,"bank,atm,finance,point_of_interest,establishment,",4.5,"2343 Washington Street, Roxbury"
ChIJadadxTp644kRM9juTBTglr8,Citizens Bank,42.3299186,-71.0849091,Finance,"bank,atm,finance,point_of_interest,establishment,",4.5,"2343 Washington Street, Roxbury"
ChIJAdxFhtmf44kRHPItSVvZ0_4,Mount Hope Christian Church - Belmont,42.38629,-71.191224,Community,"church,place_of_worship,point_of_interest,establishment,",5,"51 Lexington Street, Belmont"
ChIJAeaaK02e44kRkrEMILWPc9E,Barnes & Noble,42.4797331,-71.2171628,Education,"book_store,electronics_store,home_goods_store,store,point_of_interest,establishment,",4.5,"98 Middlesex Turnpike, Burlington"
ChIJAQAAAJCE44kRyvwV1gYUDxo,Regis Bookstore,42.351159,-71.310489,Education,"book_store,store,point_of_interest,establishment,",4.7,"235 Wellesley Street, Weston"
ChIJAQBkN4d644kR9f0lgHA4mmA,Cakeology,42.3573986,-71.0582022,Health,"bakery,store,food,point_of_interest,establishment,",5,"290 Washington Street, Boston"
ChIJaQOuP3d644kRclHgQ-N83Dg,"Jonathan Weinstock, MD",42.349508,-71.063164,Health,"doctor,health,point_of_interest,establishment,",,"800 Washington Street, South Building, 3rd Floor, Boston"
ChIJaQOuP3d644kRDGn5jdudUTw,Ralston Steven MD,42.349512,-71.063308,Health,"doctor,health,point_of_interest,establishment,",,"800 Washington Street, Boston"
ChIJaQOuP3d644kRQv5PmIPKU4g,"Michael B. Raizman, MD -New England Eye Center",42.3503819,-71.064548,Health,"doctor,health,point_of_interest,establishment,",,"260 Tremont St., 9th Floor Cornea, Boston"
ChIJAR6OIHV644kR21w7agprQWA,Emmanuel Episcopal Church Of Boston,42.3524913,-71.0723866,Community,"synagogue,church,place_of_worship,point_of_interest,establishment,",4.7,"15 Newbury Street, Boston"
ChIJARFGvhh444kRM3YOFrm4b_A,Seven Cycles Inc,42.3652712,-71.1707282,Health,"bicycle_store,store,point_of_interest,establishment,",5,"125 Walnut Street # 101, Watertown"
ChIJARovtp5k5IkRGs1tcTl82pQ,Plainridge Park Casino,42.0321881,-71.3043791,Community,"casino,night_club,bar,restaurant,food,point_of_interest,establishment,",3.5,"301 Washington Street, Plainville"
ChIJARR6x7Bx44kRiTvsO12Ar48,Chelsea Fire Department,42.399247,-71.0225786,Community,"fire_station,point_of_interest,establishment,",,"883 Broadway, Chelsea"
ChIJAS-f82pt5IkRIlcZ00TnCOw,Mendon Twin Drive-In,42.1125362,-71.5469786,Community,"movie_theater,point_of_interest,establishment,",4.4,"35 Milford Street, Mendon"
ChIJASDjhdF_5IkRhYH9nCbJvSo,New England Comics,42.1916451,-71.202187,Education,"book_store,store,point_of_interest,establishment,",4.3,"732 Washington Street, Norwood"
ChIJASRLo4Z144kRBl_5q1HJvxw,Cafe Escadrille,42.4822382,-71.1871229,Community,"cafe,restaurant,food,point_of_interest,establishment,",4.2,"26 Cambridge Street, Burlington"
ChIJASvsRlhj5IkRwsqAuLoLDfI,Massachusetts State Police,42.0750404,-71.2856537,Community,"police,point_of_interest,establishment,",4.4,"136 Washington Street, Foxborough"
ChIJATUkLkVw44kRaX-qHkWmh-A,Consulate General of El Salvador,42.3756672,-71.0373686,Community,"embassy,point_of_interest,establishment,",2.7,"46 Bennington Street, Boston"
ChIJaUcc1Qqb44kRCHDCI4YhVhQ,deCordova Sculpture Park and Museum,42.430846,-71.310806,Education,"museum,point_of_interest,establishment,",4.6,"51 Sandy Pond Road, Lincoln"
ChIJaUjmuWV544kRWiZBnSUBGu0,Bikes Not Bombs,42.3097887,-71.1071968,Health,"bicycle_store,store,point_of_interest,establishment,",4.5,"18 Bartlett Square, Jamaica Plain"
ChIJAUQAEw1644kRiH3TEcM9qi0,Equinox Dartmouth,42.346792,-71.075453,Health,"gym,health,point_of_interest,establishment,",3.9,"131 Dartmouth Street, Boston"
ChIJaVmpB2UR44kRCITfO5cg0J8,Danvers Forestry Department,42.5673334,-70.9401748,Community,"campground,local_government_office,park,lodging,point_of_interest,establishment,",,"17 Hobart Street, Danvers"
ChIJAVnXXDed44kRwFVtM9mLm5g,Einstein Bros. Bagels,42.3878542,-71.220025,Health,"cafe,bakery,store,restaurant,food,point_of_interest,establishment,",3.4,"175 Forest Street, Waltham"
ChIJAVnXXDed44kRwFVtM9mLm5g,Einstein Bros. Bagels,42.3878542,-71.220025,Community,"cafe,bakery,store,restaurant,food,point_of_interest,establishment,",3.4,"175 Forest Street, Waltham"
ChIJawiVYqYH44kR1LSb-RZt9L0,Lawrence District Court,42.706667,-71.160436,Community,"courthouse,local_government_office,point_of_interest,establishment,",3.2,"2 Appleton Street, Lawrence"
ChIJaWNI3F2P5IkRJdQUXzEVAuU,American Fire Equipment Co Inc,42.045108,-71.075262,Community,"fire_station,store,point_of_interest,establishment,",,"1940, 58 Norfolk Avenue # 5, South Easton"
ChIJaWUhiAV-5IkRg_voVhGnF6M,Barnes & Noble,42.1546557,-71.2020389,Education,"book_store,electronics_store,home_goods_store,store,point_of_interest,establishment,",4.1,"82 Providence Highway, East Walpole"
ChIJax5pk2Kj44kRK0OI5W5LFWk,BAPS Shri Swaminarayan Mandir,42.627934,-71.348572,Community,"hindu_temple,place_of_worship,point_of_interest,establishment,",4.8,"50 Stedman Street, Lowell"
ChIJaxH09Dh544kRyBRUrinxRfQ,Arnold Arboretum of Harvard University,42.3073674,-71.1207759,Community,"park,point_of_interest,establishment,",4.8,"125 Arborway, Boston"
ChIJAXh6QBwl44kRfemqKXtReZ8,B G I,42.6121997,-70.6649671,Community,"casino,point_of_interest,establishment,",,"67 Main Street, Gloucester"
ChIJaxSbrXsU44kRlkuQDQIsixM,The Witch House,42.5215456,-70.898906,Education,"museum,point_of_interest,establishment,",4.1,"310 Essex Street, Salem"
ChIJAY7DsLl85IkR4DT_3nCGAbQ,Howl Splitsville Foxborough,42.093361,-71.2656314,Health,"bowling_alley,night_club,bar,restaurant,food,point_of_interest,establishment,",3.9,"220 Patriot Place, Foxborough"
ChIJAybIQgV644kRiU0zHxGqzLY,Sonsie,42.3487048,-71.0861862,Community,"cafe,night_club,bar,restaurant,food,point_of_interest,establishment,",4,"327 Newbury Street, Boston"
ChIJayty7sJ544kR9bGIOT9Py64,Planned Parenthood - Greater Boston Health Center,42.352337,-71.1229469,Health,"hospital,point_of_interest,establishment,",3.4,"1055 Commonwealth Avenue, Boston"
ChIJAzFj0fRy44kR75xLDayRons,Buffalo Wild Wings,42.4635614,-71.0263914,Health,"bar,meal_takeaway,restaurant,food,point_of_interest,establishment,",3.7,"180 Main Street, Saugus"
ChIJB-cpG9lw44kRCV5z4Bcv5LI,Anthony Capalino Salon,42.3906141,-71.0820257,Community,"beauty_salon,hair_care,point_of_interest,establishment,",4.2,"5 Middlesex Avenue, Somerville"
ChIJB-cpG9lw44kRNw4AlqeYCQI,Assembly Square Family Dental,42.3911898,-71.0821318,Health,"dentist,health,point_of_interest,establishment,",4.3,"5 Middlesex Avenue # 306, Somerville"
ChIJb1HtF7pE5IkRf3oDduSg5XQ,Episcopal Diocese of Massachusetts,42.355747,-71.0622738,Community,"church,place_of_worship,point_of_interest,establishment,",3.8,"138 Tremont Street, Boston"
ChIJb1sNsXh644kRqLkLda-ejnQ,Auntie Anne's,42.3516011,-71.0553617,Health,"bakery,cafe,meal_takeaway,store,restaurant,food,point_of_interest,establishment,",4,"700 Atlantic Ave #2, Boston"
ChIJB1WHNwp344kRE1Y6FE_HyBs,TD Bank,42.3890207,-71.1437327,Finance,"bank,atm,finance,point_of_interest,establishment,",3,"235 Alewife Brook Parkway, Cambridge"
ChIJB1WHNwp344kRE1Y6FE_HyBs,TD Bank,42.3890207,-71.1437327,Finance,"bank,atm,finance,point_of_interest,establishment,",3,"235 Alewife Brook Parkway, Cambridge"
ChIJb2sAsFkG44kRe0EgyLzK2iE,North Andover Fire Department,42.7045055,-71.1166406,Community,"fire_station,point_of_interest,establishment,",5,"795 Chickering Road, North Andover"
ChIJb2Uq1oVw44kRGeTJX8kr7Bg,Bertucci's,42.3593983,-71.0558269,Health,"meal_takeaway,restaurant,food,point_of_interest,establishment,",3.6,"22 Merchants Row, Boston"
ChIJB33VN5Kh44kR4Pd2GOEyTog,Billerica Fire Department,42.5627027,-71.272407,Community,"fire_station,point_of_interest,establishment,",,"8 Good Street, Billerica"
ChIJB4lHp0V344kRV58MNYtuQso,Cambridge Public Library,42.3739016,-71.1101996,Education,"library,point_of_interest,establishment,",4.7,"449 Broadway, Cambridge"
ChIJb4lW-TCC44kR9xO6eUaxQhs,Wells Fargo Advisors LLC: Zahka Stephen,42.3176647,-71.230289,Finance,"insurance_agency,point_of_interest,establishment,",,"20 William Street # 300, Wellesley"
ChIJb4lW-TCC44kRDh2yvwo2gjw,Burbank Peter,42.3176647,-71.230289,Finance,"insurance_agency,point_of_interest,establishment,",,"20 William Street # 300, Wellesley"
ChIJb4lW-TCC44kRWR3G-Fdem6k,Stifel Nicolaus Inc: Mcinerney H,42.3177331,-71.2305441,Finance,"insurance_agency,point_of_interest,establishment,",,"20 William Street, Wellesley"
ChIJb4lW-TCC44kRyxedyyGSiKc,"New England Investment Properties, Inc.",42.317727,-71.2305949,Finance,"real_estate_agency,general_contractor,point_of_interest,establishment,",5,"20 William Street, Wellesley"
ChIJb4wUsI5w44kRnERe7ywQaJA,Regina Pizzeria,42.3654261,-71.0568787,Community,"bar,restaurant,food,point_of_interest,establishment,",4.6,"11 1/2 Thacher Street, Boston"
ChIJb534s85744kRQ4FcHYyLiF8,Alrowda Mosque,42.3123371,-71.07983,Community,"mosque,place_of_worship,point_of_interest,establishment,",4.6,"5 Creston Street, Dorchester"
ChIJb5GdmUBy44kR5ici4YpIX4U,Town Line Luxury Lanes,42.442912,-71.0292809,Health,"bowling_alley,bar,point_of_interest,establishment,",4.3,"665 Broadway, Malden"
ChIJb5GdmUBy44kR5ici4YpIX4U,Town Line Luxury Lanes,42.442912,-71.0292809,Community,"bowling_alley,bar,point_of_interest,establishment,",4.3,"665 Broadway, Malden"
ChIJB6hqYJd_44kRnJkoQQnP2SU,Blue Bunny,42.2482584,-71.1728388,Education,"book_store,store,point_of_interest,establishment,",4.8,"577 High Street, Dedham"
ChIJB6hqYJd_44kRvb_jiIGY9kI,Dedham Community Theatre,42.247976,-71.173155,Community,"movie_theater,point_of_interest,establishment,",4.6,"580 High Street, Dedham"
ChIJB73v5T9644kRSZajYoo29fw,Blunch,42.335407,-71.074772,Health,"cafe,meal_takeaway,store,restaurant,food,point_of_interest,establishment,",4.7,"59 East Springfield Street, Boston"
ChIJB73v5T9644kRSZajYoo29fw,Blunch,42.335407,-71.074772,Community,"cafe,meal_takeaway,store,restaurant,food,point_of_interest,establishment,",4.7,"59 East Springfield Street, Boston"
ChIJb7nX2YVw44kR-2OF7aK3RrY,Bangkok Express,42.3600202,-71.054379,Finance,"atm,finance,restaurant,food,point_of_interest,establishment,",1.3,"1 South Market Street, Boston"
ChIJb7nX2YVw44kRCwqkn8EAfoE,Eyal Court Reporting Inc,42.3602407,-71.0548375,Community,"courthouse,point_of_interest,establishment,",,"Faneuil Hall, Boston"
ChIJb7nX2YVw44kRSP6Cv2tNwi4,Ashland Accounting LLP,42.3596888,-71.0559517,Finance,"accounting,finance,point_of_interest,establishment,",,"1 South Market Street, Boston"
ChIJb7nX2YVw44kRtgHbmPtsymA,Cheers,42.3600612,-71.0553922,Community,"cafe,bar,restaurant,food,point_of_interest,establishment,",3.5,"1 Faneuil Hall Market Place, Boston"
ChIJb7nX2YVw44kRVj44K3hKtbM,Newbury Comics,42.3605636,-71.0544858,Education,"book_store,electronics_store,home_goods_store,store,point_of_interest,establishment,",4.4,"1 N Market St #366, Boston"
ChIJb8BV9XZ644kRU7972wX2l_k,Crazy Dough's Pizza,42.3514676,-71.0658408,Health,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment,",3,"8 Park Plaza, Boston"
ChIJB8hqs86c44kRPwP-BpVKqLM,Artisan Pharma Inc,42.3915724,-71.2565711,Health,"pharmacy,store,health,point_of_interest,establishment,",,"200 5th Avenue, Waltham"
ChIJB939tp9w44kR4OL1wUOrtrc,Boston Common Frog Pond,42.3561126,-71.065514,Community,"amusement_park,cafe,park,food,point_of_interest,establishment,",4.5,"38 Beacon Street, Boston"
ChIJB939tp9w44kR4OL1wUOrtrc,Boston Common Frog Pond,42.3561126,-71.065514,Community,"amusement_park,cafe,park,food,point_of_interest,establishment,",4.5,"38 Beacon Street, Boston"
ChIJB939tp9w44kR4OL1wUOrtrc,Boston Common Frog Pond,42.3561126,-71.065514,Community,"amusement_park,cafe,park,food,point_of_interest,establishment,",4.5,"38 Beacon Street, Boston"
ChIJB939tp9w44kRQuO7SeU0ML4,Cheers,42.3559234,-71.0712784,Community,"bar,restaurant,food,point_of_interest,establishment,",4.1,"84 Beacon Street, Boston"
ChIJb9nuT0tj44kR9SNfVqy_a4c,Thomas Crane Public Library,42.251511,-71.00059,Education,"library,point_of_interest,establishment,",4.5,"40 Washington Street, Quincy"
ChIJBa-lXQCJ44kRoHZZiXuwOT0,"Plymouth Church of Framingham, UCC",42.3032354,-71.4327855,Community,"church,place_of_worship,point_of_interest,establishment,",5,"87 Edgell Road, Framingham"
ChIJba7yXTB044kRoEnjCD75v_k,Winchester Town Hall,42.452827,-71.1343887,Community,"city_hall,local_government_office,point_of_interest,establishment,",5,"71 Mount Vernon Street, Winchester"
ChIJbadJvRZ144kRAAs93dshoF4,Reading Cooperative Bank,42.4996708,-71.1619019,Finance,"bank,atm,finance,point_of_interest,establishment,",,"300 TradeCenter, Woburn"
ChIJbadJvRZ144kRVyN6SBSnclY,Samuel P. Freeman CPA,42.500158,-71.162542,Finance,"accounting,finance,point_of_interest,establishment,",4.5,"128 TradeCenter, G, Sylvan Road #700, Woburn"
